Unnamed: 0,repo_name,repo_owner,project_url,description,size,watchers_count,forks_count,open_issues,issues > 8,pull_req > 0,commits > 20,contributors > 8,stars
17,FLAP,szaghi,https://github.com/szaghi/FLAP,Fortran command Line Arguments Parser for poor people,14298,86,29,19,YES,YES,YES,NO,86
18,pencil-code,pencil-code,https://github.com/pencil-code/pencil-code,A high-order finite-difference code for compressible hydrodynamic flows with magnetic fields and particles,97738,86,50,4,NO,YES,YES,YES,86
19,bspline-fortran,jacobwilliams,https://github.com/jacobwilliams/bspline-fortran,Multidimensional B-Spline Interpolation of Data on a Regular Grid,11906,84,23,5,NO,YES,YES,NO,84
20,forpy,ylikx,https://github.com/ylikx/forpy,Forpy - use Python from Fortran,1353,81,19,6,NO,YES,YES,NO,81
21,FOODIE,Fortran-FOSS-Programmers,https://github.com/Fortran-FOSS-Programmers/FOODIE,"Fortran Object-Oriented Differential-equations Integration Environment, FOODIE",79999,80,25,14,YES,YES,YES,NO,80
22,odespy,hplgit,https://github.com/hplgit/odespy,Easy access in Python to a large collection of ODE solvers ,12427,79,36,10,NO,YES,YES,NO,79
23,OFF,szaghi,https://github.com/szaghi/OFF,"OFF, Open source Finite volume Fluid dynamics code",46049,77,47,7,NO,YES,YES,NO,77
24,stdlib,fortran-lang,https://github.com/fortran-lang/stdlib,Fortran Standard Library,159,75,14,69,YES,YES,YES,YES,86
25,VTKFortran,szaghi,https://github.com/szaghi/VTKFortran,pure Fortran VTK (XML) API,15924,73,27,10,NO,YES,YES,NO,73
26,datetime-fortran,wavebitscientific,https://github.com/wavebitscientific/datetime-fortran,Date and time manipulation for modern Fortran,247,72,30,14,YES,YES,YES,NO,72
27,node-fortran,IonicaBizau,https://github.com/IonicaBizau/node-fortran,:skull: Fortran bridge for Node.js which allows you to run Fortran code from Node.js.,26,70,7,1,NO,YES,YES,NO,70
28,Fortran-Astrodynamics-Toolkit,jacobwilliams,https://github.com/jacobwilliams/Fortran-Astrodynamics-Toolkit,A Modern Fortran Library for Astrodynamics 🚀,1734,68,27,2,NO,YES,YES,NO,69
29,opencalphad,sundmanbo,https://github.com/sundmanbo/opencalphad,"Open Calphad, thermodynamic calculation code",100711,67,41,1,NO,YES,YES,NO,68
30,starlink,Starlink,https://github.com/Starlink/starlink,Starlink Software Collection,851956,67,24,19,YES,YES,YES,YES,67
31,pyplot-fortran,jacobwilliams,https://github.com/jacobwilliams/pyplot-fortran,For generating plots from Fortran using Python's matplotlib.pyplot 📈,1302,66,28,2,NO,YES,YES,NO,66
32,adversarial,tabacof,https://github.com/tabacof/adversarial,Exploring the Space of Adversarial Images,4200,65,21,1,NO,YES,YES,NO,65
33,ulmBLAS,michael-lehn,https://github.com/michael-lehn/ulmBLAS,ulmBLAS,3988,65,26,1,NO,YES,YES,NO,65
34,ogpf,kookma,https://github.com/kookma/ogpf,"ogpf is Object based interface to GnuPlot from Fortran 2003, 2008 and later",3783,64,16,2,NO,NO,YES,NO,64
35,pFUnit,Goddard-Fortran-Ecosystem,https://github.com/Goddard-Fortran-Ecosystem/pFUnit,Parallel Fortran Unit Testing Framework,12186,64,11,16,YES,YES,YES,YES,65
36,climt,CliMT,https://github.com/CliMT/climt,"The official home of climt, a Python based climate modelling toolkit.",69462,63,17,27,YES,YES,YES,NO,63
37,pycles,pressel,https://github.com/pressel/pycles,A python based infrastructure for cloud large eddy simulation. ,6150,62,47,12,YES,YES,YES,NO,63
38,ftl,SCM-NV,https://github.com/SCM-NV/ftl,The Fortran Template Library,1090,59,8,2,NO,NO,YES,NO,61
39,tcp-client-server,modern-fortran,https://github.com/modern-fortran/tcp-client-server,A minimal Fortran TCP client and server,5,58,0,1,NO,NO,NO,NO,59
40,PyHSPF,djlampert,https://github.com/djlampert/PyHSPF,"Python extensions to the Hydrological Simulation Program in Fortran (HSPF), including classes for gathering input data, building input files, performing simulations, postprocessing results, calibrating hydrology process parameters, and forecasting climate and land use change effects on water resources",69733,58,36,4,NO,YES,YES,NO,58
41,fgsl,reinh-bader,https://github.com/reinh-bader/fgsl,Fortran interface to the GNU Scientific Library,8402,57,11,3,NO,YES,YES,NO,58
42,BoxLib,BoxLib-Codes,https://github.com/BoxLib-Codes/BoxLib, Block-Structured AMR Framework,21810,57,38,4,NO,YES,YES,YES,57
43,Illustrate,ccsb-scripps,https://github.com/ccsb-scripps/Illustrate,Biomolecular Illustration Tool,12594,56,11,1,NO,NO,YES,NO,56
44,StringiFor,szaghi,https://github.com/szaghi/StringiFor,Strings Fortran Manipulator with steroids,15443,55,13,11,NO,YES,YES,NO,55
45,flexi,flexi-framework,https://github.com/flexi-framework/flexi,Open Source High-Order Unstructured Discontinuous Galerkin Fluid Dynamics Solver,61772,55,36,0,NO,NO,YES,YES,55
46,jburkardt-f,johannesgerer,https://github.com/johannesgerer/jburkardt-f,An official Git Mirror of John Burkardt's great collection of FORTRAN 90 Software,107155,55,35,1,NO,YES,NO,NO,56
47,wavelets,chris-torrence,https://github.com/chris-torrence/wavelets,Torrence & Compo Wavelet Analysis Software,3091,55,37,4,NO,YES,NO,NO,55
48,spacepy,spacepy,https://github.com/spacepy/spacepy,"Space Science library for Python - contains superposed epoch classes, drift shell tracing, access to magnetic field models, streamline tracing, bootstrap confidence limits, time and coordinate conversions, etc.",88896,54,25,56,YES,YES,YES,YES,56
49,cp2k-svn,cp2k,https://github.com/cp2k/cp2k-svn,ABANDONED Git mirror of the old SVN repository at Sourceforge. Check link for more info!,181123,54,40,0,NO,YES,YES,NO,54
50,fson,josephalevin,https://github.com/josephalevin/fson,Fortran 95 JSON Parser,177,54,19,6,NO,YES,YES,NO,54
51,ABAQUS-US,jgomezc1,https://github.com/jgomezc1/ABAQUS-US,A variety of ABAQUS user element (UELs) and user material (UMATs) subroutines,407,53,45,0,NO,NO,NO,NO,54
52,SciFortran,aamaricci,https://github.com/aamaricci/SciFortran,A library of fortran modules and routines for scientific calculations (*in a way* just like scipy for python),56046,52,18,0,NO,NO,YES,NO,52
53,SISSO,rouyang2017,https://github.com/rouyang2017/SISSO,A data-driven method based on compressed-sensing for identifying descriptors for materials properties and functions,523,52,20,12,NO,NO,YES,NO,52
54,seismic_cpml,geodynamics,https://github.com/geodynamics/seismic_cpml,"SEISMIC_CPML is a set of sixteen open-source Fortran90 programs to solve the two-dimensional or three-dimensional isotropic or anisotropic elastic, viscoelastic or poroelastic wave equation using a finite-difference method with Convolutional or Auxiliary Perfectly Matched Layer (C-PML or ADE-PML) conditions, developed by Dimitri Komatitsch and Roland Martin from CNRS, France.",1335,51,32,0,NO,YES,YES,NO,51
55,LaGriT,lanl,https://github.com/lanl/LaGriT,"Los Alamos Grid Toolbox (LaGriT) is a library of user callable tools that provide mesh generation, mesh optimization and dynamic mesh maintenance in two and three dimensions.",1026029,51,28,90,YES,YES,YES,NO,52
56,bandup,band-unfolding,https://github.com/band-unfolding/bandup,BandUP: Band Unfolding code for Plane-wave based calculations,23738,50,27,4,NO,YES,YES,NO,50
57,chol-rev,imurray,https://github.com/imurray/chol-rev,Backpropagate derivatives through the Cholesky decomposition,39,49,9,0,NO,NO,NO,NO,49
58,atomistica,Atomistica,https://github.com/Atomistica/atomistica,Atomistica is a library of interatomic potentials that is compatible with ASE and LAMMPS,4665,49,14,6,NO,YES,YES,NO,49
59,pypropack,jakevdp,https://github.com/jakevdp/pypropack,A python wrapper for the PROPACK library,201,48,15,0,NO,YES,YES,NO,48
60,NJOY2016,njoy,https://github.com/njoy/NJOY2016,Nuclear data processing with legacy NJOY,245803,47,36,33,YES,YES,YES,NO,47
61,pyglow,timduly4,https://github.com/timduly4/pyglow,Upper atmosphere climatological models in Python,15953,47,29,24,YES,YES,YES,NO,47
62,clfortran,cass-support,https://github.com/cass-support/clfortran,Open source implementation of a Fortran interface to Khronos OpenCL API,38,46,9,1,NO,NO,NO,NO,46
63,CaNS,p-costa,https://github.com/p-costa/CaNS,"A code for fast, massively-parallel direct numerical simulations (DNS) of canonical flows",370,46,21,0,NO,YES,YES,NO,47
64,geos-chem,geoschem,https://github.com/geoschem/geos-chem,Source code repository for the GEOS-Chem model of atmospheric chemistry and composition.,66098,46,44,41,YES,YES,YES,YES,46
65,how-to-optimize-gemm,tpoisonooo,https://github.com/tpoisonooo/how-to-optimize-gemm,ARM RowMajor sgemm optimization,10064,46,10,0,NO,YES,YES,NO,46
66,Incompact3d,xcompact3d,https://github.com/xcompact3d/Incompact3d,New version of our solver for the incompressible Navier-Stokes equations,149117,45,28,10,NO,YES,YES,YES,45
67,fox,andreww,https://github.com/andreww/fox,A Fortran XML library,10306,45,43,29,YES,YES,YES,NO,45
68,ktransit,mrtommyb,https://github.com/mrtommyb/ktransit,A simple exoplanet transit modeling tool in python,345,45,21,5,NO,YES,YES,NO,45
69,lesgo,lesgo-jhu,https://github.com/lesgo-jhu/lesgo,The Large-Eddy Simulation framework from the Turbulence Research Group at Johns Hopkins University,16158,45,31,2,NO,YES,YES,NO,49
70,q-e_old,QEF,https://github.com/QEF/q-e_old,Official mirror of Quantum ESPRESSO,365548,45,45,0,NO,YES,YES,YES,45
71,hande,hande-qmc,https://github.com/hande-qmc/hande,Open source stochastic quantum chemistry,99391,44,14,2,NO,YES,YES,YES,44
72,FEconv,victorsndvg,https://github.com/victorsndvg/FEconv,"Program feconv is an utility to convert between several mesh and FE field formats, like ANSYS mesh files (.msh), MD Nastran input files (.bdf), I-Deas Universal (.unv), VTK files (.vtk), etc. If you use a Modulef format to store an intermediate mesh (.mfm).  It can transform the FE type of a mesh composed of trangles or tetrahedra, to Lagrange P1 or P2, Raviart-Thomas (face) or Whitney (edge) finite elements.  It also uses third-party code to perform bandwidth optimization (CutlHill-McKee optimization).",59547,44,16,3,NO,NO,YES,NO,44
73,tsunami,modern-fortran,https://github.com/modern-fortran/tsunami,A parallel shallow water equations solver,127,43,9,1,NO,YES,YES,NO,43
74,fates,NGEET,https://github.com/NGEET/fates,repository for the Functionally Assembled Terrestrial Ecosystem Simulator (FATES),42721,43,31,154,YES,YES,YES,YES,43
75,fv3gfs,NOAA-EMC,https://github.com/NOAA-EMC/fv3gfs,The public home of NOAA EMC's FV3GFS Modeling System.,33771,43,32,1,NO,YES,NO,NO,43
76,FortranPatterns,farhanjk,https://github.com/farhanjk/FortranPatterns,Popular design patterns implemented in Fortran.,316,43,15,0,NO,YES,YES,NO,43
77,qe-gpu,fspiga,https://github.com/fspiga/qe-gpu,GPU-accelerated Quantum ESPRESSO using CUDA FORTRAN,170454,43,16,7,NO,YES,YES,NO,43
78,python-nufft,dfm,https://github.com/dfm/python-nufft,Python bindings to a subset of the NUFFT algorithm,113,42,8,3,NO,YES,YES,NO,42
79,atomsk,pierrehirel,https://github.com/pierrehirel/atomsk,Atomsk: A Tool For Manipulating And Converting Atomic Data Files - ,3321,42,28,2,NO,YES,YES,NO,42
80,coretran,leonfoks,https://github.com/leonfoks/coretran,"An easy to follow library to make Fortran easier in general with wrapped interfaces, sorting routines, kD-Trees, and other algorithms to handle scientific data and concepts. The library contains core fortran routines and object-oriented classes.",5139,41,3,6,NO,YES,YES,NO,41
81,CFD,liruipengyu,https://github.com/liruipengyu/CFD,Basic Computational Fluid Dynamics (CFD) schemes implemented in FORTRAN using Finite-Volume and Finite-Difference Methods. Sample simulations and figures are provided.,7947,41,25,0,NO,NO,YES,NO,41
82,rapid,c-h-david,https://github.com/c-h-david/rapid,Routing Application for Parallel computatIon of Discharge (RAPID),685,41,15,0,NO,YES,YES,NO,41
83,Slycot,python-control,https://github.com/python-control/Slycot,Python wrapper for the Subroutine Library in Systems and Control Theory (SLICOT),2077,41,24,15,YES,YES,YES,YES,42
84,modflow6,MODFLOW-USGS,https://github.com/MODFLOW-USGS/modflow6,MODFLOW 6 Repository,6695,41,28,23,YES,YES,YES,NO,41
85,GPSPACE,CGS-GIS,https://github.com/CGS-GIS/GPSPACE,NRCan-CGS GPSPACE software / Logiciel GPSPACE de LGC-RNCan,510,40,30,0,NO,NO,NO,NO,40
86,aoslib,PyAOS,https://github.com/PyAOS/aoslib,A collection of standard atmospheric and oceanic sciences routines.,284,40,29,7,NO,YES,YES,NO,40
87,lbfgsb-matlab,pcarbo,https://github.com/pcarbo/lbfgsb-matlab,A MATLAB interface for L-BFGS-B,177,39,22,4,NO,YES,YES,NO,39
88,QuickPIC-OpenSource,UCLA-Plasma-Simulation-Group,https://github.com/UCLA-Plasma-Simulation-Group/QuickPIC-OpenSource,Open source repository for QuickPIC,3938,39,20,3,NO,YES,YES,NO,39
89,Tinker,TinkerTools,https://github.com/TinkerTools/Tinker,Tinker: Software Tools for Molecular Design,79134,39,33,6,NO,YES,YES,NO,39
90,PIC-skeleton-codes,UCLA-Plasma-Simulation-Group,https://github.com/UCLA-Plasma-Simulation-Group/PIC-skeleton-codes,"A fully-functional but succinct Particle-In-Cell Plasma Simulation codebase with several parallel implementations (MPI, OpenMP, SSE, CUDA). This code is meant to highlight the core PIC algorithms, especially issues around parallelization, by implementing a minimal number of features in favor of clarity, ease of use, and extensibility.",19943,39,22,1,NO,YES,YES,NO,39
91,icar,NCAR,https://github.com/NCAR/icar,The Intermediate Complexity Atmospheric Research model (ICAR),13613,39,35,9,NO,YES,YES,YES,39
92,packmol,mcubeg,https://github.com/mcubeg/packmol,Packmol,7033,39,20,2,NO,YES,YES,NO,39
93,fdict,zerothi,https://github.com/zerothi/fdict,Fortran type-free variable and type-free dictionary,1629,39,10,3,NO,YES,YES,NO,39
94,tennessee-eastman-profBraatz,camaramm,https://github.com/camaramm/tennessee-eastman-profBraatz,"The Fortran 77 codes for the open-loop  and the closed-loop simulations for the Tennessee Eastman process (TEP) as well as the training and testing data files used for evaluating the data-driven methods (PCA, PLS, FDA, and CVA).",4497,38,25,1,NO,NO,NO,NO,38
95,kmos,mhoffman,https://github.com/mhoffman/kmos,kMC on steroids: A vigorous attempt to make lattice kinetic Monte Carlo modelling easier,16446,38,28,21,YES,YES,YES,NO,38
96,pytmatrix,jleinonen,https://github.com/jleinonen/pytmatrix,Python code for T-matrix scattering calculations,168,38,27,4,NO,YES,YES,NO,38
97,bspline,NCAR,https://github.com/NCAR/bspline,Cubic B-Spline implementation in C++ templates,1396,38,3,0,NO,NO,YES,NO,39
98,IAMR,AMReX-Codes,https://github.com/AMReX-Codes/IAMR,"A parallel, adaptive mesh refinement (AMR) code that solves the variable-density incompressible Navier-Stokes equations.",31393,37,18,6,NO,YES,YES,YES,37
99,critic2,aoterodelaroza,https://github.com/aoterodelaroza/critic2,Analysis of quantum chemical interactions in molecules and solids.,245807,37,15,5,NO,YES,YES,NO,37
100,numerical-methods-fortran,planelles20,https://github.com/planelles20/numerical-methods-fortran,"Solving linear, nonlinear equations, ordinary differential equations, ... using numerical methods in fortran",207,36,6,0,NO,NO,YES,NO,45
101,adflow,mdolab,https://github.com/mdolab/adflow,ADflow is a finite volume RANS solver tailored for gradient-based aerodynamic design optimization.,23554,35,35,7,NO,YES,YES,YES,35
102,HOS-ocean,LHEEA,https://github.com/LHEEA/HOS-ocean,High-Order Spectral method for oceanic simulations,346,35,17,4,NO,YES,YES,NO,36
103,MPM3D-F90,xzhang66,https://github.com/xzhang66/MPM3D-F90,"An open source MPM code companion to the book ""X Zhang, Z Chen, Y Liu. The Material Point Method - A Continuum-Based Particle Method for Extreme Loading Cases. Academic Press, 2016""",5549,35,22,0,NO,NO,NO,NO,36
104,Nyx,AMReX-Astro,https://github.com/AMReX-Astro/Nyx,"An adaptive mesh, N-body hydro cosmological simulation code",272969,34,20,5,NO,YES,YES,YES,34
105,mercury,4xxi,https://github.com/4xxi/mercury,N-body fortran integrator,176,34,14,1,NO,YES,NO,NO,35
106,fortran_tools,arktools,https://github.com/arktools/fortran_tools,Tools for updating old Fortran programs (written in Python),173,34,20,3,NO,NO,NO,NO,34
107,pyOpt,madebr,https://github.com/madebr/pyOpt,Fork of http://www.pyopt.org/ (python3 compatible),972,34,22,5,NO,NO,YES,NO,34
108,magic,magic-sph,https://github.com/magic-sph/magic,MagIC is a high-performance code that solves the magneto-hydrodynamics equations in rotating spherical shells,73432,34,9,1,NO,YES,YES,NO,34
109,spral,ralna,https://github.com/ralna/spral,Sparse Parallel Robust Algorithms Library,3603,34,10,17,YES,YES,YES,NO,34
110,cfast,firemodels,https://github.com/firemodels/cfast,Consolidated Model of Fire and Smoke Transport,642701,33,45,5,NO,YES,YES,YES,33
111,PoisFFT,LadaF,https://github.com/LadaF/PoisFFT,Free parallel fast Poisson solver. Requires FFTW3 and optionally PFFT.,203,33,10,3,NO,YES,YES,NO,33
112,PolyChordLite,PolyChord,https://github.com/PolyChord/PolyChordLite,Public version of PolyChord: See polychord.co.uk for PolyChordPro,1364,33,8,9,NO,YES,YES,NO,35
113,aenet,atomisticnet,https://github.com/atomisticnet/aenet,Atomic interaction potentials based on artificial neural networks,28769,33,20,3,NO,YES,YES,NO,33
114,MachUp,usuaero,https://github.com/usuaero/MachUp,Numerical Lifting-Line Algorithm,1888,33,14,5,NO,YES,YES,NO,33
115,sigma,danshapero,https://github.com/danshapero/sigma,Fortran 2003 library for sparse matrix algebra,4914,33,9,2,NO,NO,YES,NO,33
116,dbcsr,cp2k,https://github.com/cp2k/dbcsr,DBCSR: Distributed Block Compressed Sparse Row matrix library,20140,33,15,54,YES,YES,YES,YES,33
117,h5fortran,scivision,https://github.com/scivision/h5fortran,"Easy, thin, robust HDF5 polymorphic Fortran: h5write() h5read()",1500,32,7,0,NO,NO,YES,NO,34
118,GALAHAD,ralna,https://github.com/ralna/GALAHAD,A library of modern Fortran modules for nonlinear optimization,29758,32,4,0,NO,NO,YES,NO,33
119,node.fortran,IonicaBizau,https://github.com/IonicaBizau/node.fortran,:rocket: Execute Node.js in your Fortran programs.,15,32,2,0,NO,YES,YES,NO,32
120,VASPsol,henniggroup,https://github.com/henniggroup/VASPsol,Solvation model for the plane wave DFT code VASP http://vaspsol.mse.ufl.edu/,2259,32,35,7,NO,YES,YES,NO,32
121,dreamt,alopez,https://github.com/alopez/dreamt,A series of challenge problems for students learning about machine translation,26877,32,22,0,NO,NO,NO,NO,32
122,GFR,nasa,https://github.com/nasa/GFR,GFR (Glenn Flux Reconstruction) software (LEW-19709-1) has been approved for an open source release,6038,31,25,1,NO,YES,YES,NO,31
123,Slycot,avventi,https://github.com/avventi/Slycot,"Python wrapper for selected SLICOT routines, notably including solvers for Riccati, Lyapunov and Sylvester equations.",2348,31,22,4,NO,YES,YES,NO,0
124,OpenSWPC,tktmyd,https://github.com/tktmyd/OpenSWPC,A Seismic Wave Propagation Code by Parallel Finite Difference Method,50060,31,17,0,NO,YES,YES,NO,0
125,tracmass,TRACMASS,https://github.com/TRACMASS/tracmass,Lagrangian particle tracking code.,114073,31,27,12,YES,YES,YES,NO,0
126,glmnet-python,dwf,https://github.com/dwf/glmnet-python,"Wrappers of Jerome Friedman's coordinate-descent Fortran implementation of lasso/elastic net regression from the R ""glmnet"" package.",139,31,27,8,NO,YES,YES,NO,0
127,PyDAS,jwallen,https://github.com/jwallen/PyDAS,"A Python wrapper for the DASSL, DASPK, and DASKR differential algebraic system solvers",783,31,6,9,NO,YES,YES,NO,0
128,DSurfTomo,HongjianFang,https://github.com/HongjianFang/DSurfTomo,Direct inversion of surface dispersion data based on ray tracing,2565,31,26,1,NO,YES,YES,NO,0
129,Rayleigh,geodynamics,https://github.com/geodynamics/Rayleigh,Rayleigh: Pseudo-spectral MHD,25930,31,25,9,NO,YES,YES,YES,0
130,kdtree2,jmhodges,https://github.com/jmhodges/kdtree2,A kd-tree implementation in C++ (and Fortran) by Matthew B. Kennel,1391,31,28,0,NO,YES,NO,NO,0
131,FLUSI,pseudospectators,https://github.com/pseudospectators/FLUSI,Fluid-Structure-Interaction / MHD Research Code. Relies on Fourier transforms for derivatives and the volume penalization method to include obstacles.,85227,31,21,9,NO,YES,YES,NO,0
132,fortran-csv-module,jacobwilliams,https://github.com/jacobwilliams/fortran-csv-module,Read and Write CSV Files Using Modern Fortran,39,31,8,5,NO,YES,YES,NO,0
133,i-CodeCNES,lequal,https://github.com/lequal/i-CodeCNES,i-Code CNES is a static code analysis tool to help developpers write code compliant with CNES coding rules.,35228,30,8,43,YES,YES,YES,NO,0
134,phasta,PHASTA,https://github.com/PHASTA/phasta,Parallel Hierarchic Adaptive Stabilized Transient Analysis of compressible and incompressible Navier Stokes equations ,2745,30,28,15,YES,YES,YES,NO,0
135,CompDam_DGD,nasa,https://github.com/nasa/CompDam_DGD,,787,30,36,4,NO,YES,YES,NO,0
136,yambo,yambo-code,https://github.com/yambo-code/yambo,This is the official GPL repository of the yambo code,7229,30,12,13,YES,YES,YES,NO,0
137,Ferret,NOAA-PMEL,https://github.com/NOAA-PMEL/Ferret,The Ferret program from NOAA/PMEL,120789,30,10,575,YES,YES,YES,NO,0
138,Mohid,Mohid-Water-Modelling-System,https://github.com/Mohid-Water-Modelling-System/Mohid,Official MOHID Water Modelling System repository,525825,30,31,9,NO,YES,YES,YES,0
139,roms,kshedstrom,https://github.com/kshedstrom/roms,Regional Ocean Modeling System (with ice),63535,30,23,1,NO,YES,YES,NO,0
140,PSNM,openmichigan,https://github.com/openmichigan/PSNM,"The book, ""Parallel Spectral Numerical Methods"", including example programs, etc.",743,30,31,0,NO,YES,YES,NO,0
141,float,wrathematics,https://github.com/wrathematics/float,Single precision (float) matrices for R.,1335,30,6,7,NO,YES,YES,NO,0
142,slsqp,jacobwilliams,https://github.com/jacobwilliams/slsqp,Modern Fortran Edition of the SLSQP Optimizer,3997,30,6,1,NO,YES,YES,NO,0
143,lbfgsb_wrapper,mkobos,https://github.com/mkobos/lbfgsb_wrapper,Java wrapper for the Fortran L-BFGS-B algorithm,90,29,13,1,NO,YES,YES,NO,0
144,truchas-release,truchas,https://github.com/truchas/truchas-release,Repository for public releases of Truchas mirrored from https://gitlab.com/truchas,151081,29,8,0,NO,YES,YES,YES,0
145,freeCappuccino,nikola-m,https://github.com/nikola-m/freeCappuccino,A three-dimensional unstructured finite volume code for fluid flow simulations.,28876,29,17,3,NO,NO,YES,NO,0
146,coarray-examples,ljdursi,https://github.com/ljdursi/coarray-examples,Simple coarray examples for teaching,152,29,4,1,NO,NO,NO,NO,0
147,SNAP,lanl,https://github.com/lanl/SNAP,SN Application Proxy,26076,29,21,3,NO,YES,YES,NO,0
148,FrontISTR,FrontISTR,https://github.com/FrontISTR/FrontISTR,Open-Source Large-Scale Parallel FEM Program for Nonlinear Structural Analysis(オープンソース大規模並列FEM非線形構造解析プログラム): FrontISTR,238768,29,18,1,NO,YES,YES,YES,0
149,Eigensolver_gpu,NVIDIA,https://github.com/NVIDIA/Eigensolver_gpu,GPU Eigensolver for symmetric/hermitian matrices.,70,29,10,0,NO,YES,YES,NO,0
150,riemann,clawpack,https://github.com/clawpack/riemann,One place for all Clawpack-style Riemann solvers,790,29,50,16,YES,YES,YES,YES,0
151,RefactorF4Acc,wimvanderbauwhede,https://github.com/wimvanderbauwhede/RefactorF4Acc,An Automated Fortran Code Refactoring Tool to Facilitate Acceleration of Numerical Simulations,67844,29,4,3,NO,YES,YES,NO,0
152,exciting,exciting,https://github.com/exciting/exciting,The EXCiT!NG code is a powerful open-source DFT package targeted to scientific developers and users that need a modern and adaptable platform for their research,54443,29,19,3,NO,YES,YES,YES,0
153,flogging,cmacmackin,https://github.com/cmacmackin/flogging,Fortran logging library,565,28,1,1,NO,NO,YES,NO,0
154,HAZ,abrahamson,https://github.com/abrahamson/HAZ,PSHA Code,7378,28,15,10,NO,YES,YES,NO,0
155,CUTEst,ralna,https://github.com/ralna/CUTEst,The Constrained and Unconstrained Testing Environment with safe threads (CUTEst) for optimization software,1877,28,10,0,NO,YES,YES,NO,0
156,pyranda,LLNL,https://github.com/LLNL/pyranda,"A Python driven, Fortran powered Finite Difference solver for arbitrary hyperbolic PDE systems.  This is the mini-app for the Miranda code.",1992,28,8,3,NO,YES,YES,NO,0
157,FIAT,Fortran-FOSS-Programmers,https://github.com/Fortran-FOSS-Programmers/FIAT,Fortran Implementation of Abstract Types,1079,28,7,4,NO,YES,YES,NO,0
158,finterp,jacobwilliams,https://github.com/jacobwilliams/finterp,Multidimensional Linear Interpolation with Modern Fortran,641,27,3,0,NO,YES,NO,NO,0
159,wrf-fire,openwfm,https://github.com/openwfm/wrf-fire,A coupled weather-fire forecasting model built on top of Weather Research and Forecasting (WRF).,112051,27,15,3,NO,YES,YES,YES,0
160,oo_hdf,rjgtorres,https://github.com/rjgtorres/oo_hdf,Object oriented fortran HDF5 module,68,27,4,1,NO,NO,YES,NO,0
161,NumDiff,jacobwilliams,https://github.com/jacobwilliams/NumDiff,Modern Fortran Numerical Differentiation Library,364,27,2,1,NO,YES,YES,NO,0
162,fac,flexible-atomic-code,https://github.com/flexible-atomic-code/fac,FAC - Flexible Atomic Code by Ming Feng Gu,24656,27,25,15,YES,YES,YES,NO,0
163,UCNS3D,ucns3d-team,https://github.com/ucns3d-team/UCNS3D,Unstructured compressible CFD code ,31850,27,14,0,NO,NO,YES,NO,0
164,AFiD,PhysicsofFluids,https://github.com/PhysicsofFluids/AFiD,A highly parallel application for Rayleigh-Benard and Taylor-Couette flows,2657,27,19,1,NO,YES,YES,NO,0
165,quantum_package,LCPQ,https://github.com/LCPQ/quantum_package,Set of quantum chemistry programs and libraries,40575,27,37,0,NO,YES,YES,YES,0
166,ChiDG,nwukie,https://github.com/nwukie/ChiDG,"A Chimera-based, discontinuous Galerkin solver",22295,26,21,11,YES,NO,YES,NO,0
167,fortran-list,LadaF,https://github.com/LadaF/fortran-list,Generic list implementation in Fortran 2003. Uses unlimited polymorphics or parametric polymorphism.,128,26,4,0,NO,NO,NO,NO,0
168,EnergyPlusRelease,NREL,https://github.com/NREL/EnergyPlusRelease,,14496,26,12,0,NO,YES,NO,NO,0
169,PeleC,AMReX-Combustion,https://github.com/AMReX-Combustion/PeleC,An AMR code for compressible reacting flow simulations,10082,26,14,1,NO,YES,YES,YES,0
170,Computational-Fluid-Dynamics,xuaoxiqi,https://github.com/xuaoxiqi/Computational-Fluid-Dynamics,Sample codes for Computational Fluid Dynamics,6176,26,16,0,NO,NO,YES,NO,0
171,fortran-yaml,BoldingBruggeman,https://github.com/BoldingBruggeman/fortran-yaml,Lightweight YAML parser written in object-oriented Fortran,167,26,3,1,NO,NO,YES,NO,0
172,WenOOF,Fortran-FOSS-Programmers,https://github.com/Fortran-FOSS-Programmers/WenOOF,WENO interpolation Object Oriented Fortran library,2809,25,13,11,YES,YES,YES,NO,0
173,complex_bessel,joeydumont,https://github.com/joeydumont/complex_bessel,A C++ library to evaluate Bessel functions of all kinds.,467,25,13,1,NO,YES,YES,NO,0
174,MAESTRO,AMReX-Astro,https://github.com/AMReX-Astro/MAESTRO,A low Mach number stellar hydrodynamics code,100249,25,16,14,YES,YES,YES,YES,0
175,petaca,nncarlson,https://github.com/nncarlson/petaca,Petaca: A collection of foundational Fortran modules,1899,25,2,12,NO,NO,YES,NO,0
176,glmnet,cran,https://github.com/cran/glmnet,:exclamation: This is a read-only mirror of the CRAN R package repository.  glmnet — Lasso and Elastic-Net Regularized Generalized Linear Models. Homepage: http://www.jstatsoft.org/v33/i01/.  ,7676,25,43,1,NO,YES,YES,NO,0
177,py-ncepbufr,JCSDA,https://github.com/JCSDA/py-ncepbufr,python interface to NCEP bufr library,56042,25,23,2,NO,YES,YES,NO,0
178,listings,modern-fortran,https://github.com/modern-fortran/listings,Code listings for Modern Fortran: Building Efficient Parallel Applications,47,25,3,0,NO,YES,YES,NO,0
179,okada_wrapper,tbenthompson,https://github.com/tbenthompson/okada_wrapper,MATLAB and Python wrappers of the Okada Green's functions.,376,25,18,0,NO,NO,YES,NO,0
